distance,dB,speed,,station,code,station distance
9760,68.8,67.8,,,,
9770,68.1,67.3,,,,
9780,67.8,66.9,,,,
9790,67.8,66.5,,,,
9800,67.9,65.9,,,,
9810,68.1,65.6,,,,
9820,68.1,65,,,,
9830,68.3,64.6,,,,
9840,68.6,64.1,,,,
9850,68.8,63.5,,,,
9860,68.8,62.9,,,,
9870,68.8,62,,,,
9880,68.6,60.9,,,,
9890,68.3,59.9,,,,
9900,68.1,59,,,,
9910,67.9,57.8,,,,
9920,67.6,56.5,,,,
9930,67.1,55,,,,
9940,66.2,53.3,,,,
9950,65.5,51.8,,,,
9960,64.9,49.9,,,,
9970,63.8,47.9,,,,
9980,63,46,,,,
9990,61.6,43.7,,,,
10000,59.8,41.1,,,,
10010,57.7,38.5,,,,
10020,56,35.3,,,,
10030,54.1,31.5,,,,
10040,50.7,27.4,,,,
10050,44.4,22.5,,,,
10060,36.7,18.1,,,,
10070,24.3,14.6,,,,
10080,27.5,9.9,,,,
10090,27.5,0,,,,
10100,29.9,19.1,,,,
10110,33,19.3,,,,
10120,36.4,24.4,,,,
10130,41.5,28.7,,,,
10140,47.1,32.1,,,,
10150,50.2,35.5,,,,
10160,51.2,38.8,,,,
10170,51.9,41.9,,,,
10180,52.9,44.3,,,,
10190,54,46.7,,,,
10200,54.3,48.2,,,,
10210,55.1,49.2,,,,
10220,55.8,50.1,,,,
10230,55.8,50.9,,,,
10240,55.8,51.6,,,,
10250,57,52.4,,,,
10260,59.8,53.1,,,,
10270,62.1,53.9,,,,
10280,63,54.6,,,,
10290,62.7,55.8,,,,
10300,62.3,56.9,,,,
10310,62.3,58.4,,,,
10320,62.8,59.7,,,,
10330,63.3,61,,,,
10340,64.2,62.4,,,,
10350,65,63.3,,,,
10360,65.9,63.9,,,,
10370,66.4,64.4,,,,
10380,66.7,64.8,,,,
10390,67.4,65.2,,,,
10400,68.1,65.6,,,,
10410,68.4,65.8,,,,
10420,68.8,66.1,,,,
10430,69,66.5,,,,
10440,69.3,66.9,,,,
10450,69.5,67.6,,,,
10460,69.5,67.8,,,,
10470,69.5,68,,,,
10480,69.5,68.4,,,,
10490,69.3,68.8,,,,
10500,69,69.1,,,,
10510,68.6,69.3,,,,
10520,68.6,69.5,,,,
10530,69,69.3,,,,
10540,69.5,69.1,,,,
10550,70.2,68.8,,,,
10560,70.8,68.8,,,,
10570,71.9,68.4,,,,
10580,72.7,68.2,,,,
10590,73.1,68,,,,
10600,73.2,68,,,,
10610,73.2,68,,,,
10620,73.1,68,,,,
10630,72.5,68,,,,
10640,71.7,67.8,,,,
10650,70.7,67.4,,,,
10660,69.8,66.7,,,,
10670,69.3,65.6,,,,
10680,69.1,64.2,,,,
10690,69.1,62.7,,,,
10700,69.1,61.2,,,,
10710,68.4,59.7,,,,
10720,67.6,58,,,,
10730,66.6,56.2,,,,
10740,66.1,54.1,,,,
10750,65.9,52,,,,
10760,65.7,49.8,,,,
10770,65.7,47.7,,,,
10780,65.5,45.4,,,,
10790,65,43,,,,
10800,64.5,40.3,,,,
10810,63.3,37.5,,,,
10820,61.3,35.1,,,,
10830,58,30.9,,,,
10840,54.6,27.5,,,,
10850,50.5,24.2,,,,
10860,44.6,20.4,,,,
10870,37.6,17.2,,,,
10880,31.8,13.8,,,,
10890,20.5,0,,,,
10900,23.9,14.6,,,,
10910,25,19.1,,,,
10920,28,19.8,,,,
10930,30.9,25.1,,,,
10940,35.9,29.2,,,,
10950,41.2,33.2,,,,
10960,45.8,36.4,,,,
10970,49,39.6,,,,
10980,49.3,42.6,,,,
10990,50.4,45.2,,,,
11000,52,48,,,,
11010,54.2,50,,,,
11020,54.7,52.3,,,,
11030,54,54.1,,,,
11040,54,55.8,,,,
11050,54.5,57.3,,,,
11060,55.4,59,,,,
11070,56.6,59.9,,,,
11080,58.3,60.9,,,,
11090,60.7,61.4,,,,
11100,63.4,61.8,,,,
11110,66,62.4,,,,
11120,67.9,62.8,,,,
11130,68.9,63.1,,,,
11140,69.6,63.5,,,,
11150,70.5,64.1,,,,
11160,70.8,64.4,,,,
11170,71.2,64.8,,,,
11180,71.5,65.4,,,,
11190,71.7,65.9,,,,
11200,71.9,66.3,,,,
11210,71.5,66.7,,,,
11220,71.2,67.1,,,,
11230,71,67.4,,,,
11240,71,67.8,,,,
11250,71.7,68.2,,,,
11260,72.5,68.6,,,,
11270,73.6,68.6,,,,
11280,74.6,68.9,,,,
11290,74.4,69.1,,,,
11300,74.3,69.1,,,,
11310,73.9,69.3,,,,
11320,73.4,69.5,,,,
11330,73.1,69.7,,,,
11340,72.9,70.2,,,,
11350,72.5,70.8,,,,
11360,72.4,71.2,,,,
11370,72.4,71.6,,,,
11380,72.5,71.7,,,,
11390,72.9,72.1,,,,
11400,73.2,72.5,,,,
11410,73.7,73,,,,
11420,73.9,73.4,,,,
11430,73.9,73.6,,,,
11440,74.3,73.6,,,,
11450,74.8,73.6,,,,
11460,75.5,73.8,,,,
11470,75.8,74,,,,
11480,76.1,74.4,,,,
11490,76.1,74.7,,,,
11500,76.1,74.7,,,,
11510,76.1,74.7,,,,
11520,76.1,74.7,,,,
11530,76.1,74.7,,,,
11540,76.1,74.7,,,,
11550,76.1,74.7,,,,
11560,75.8,74.7,,,,
11570,75.8,74.7,,,,
11580,75.5,74.7,,,,
11590,75.6,74.7,,,,
11600,76.3,74.7,,,,
11610,77.3,74.7,,,,
11620,78.2,74.7,,,,
11630,78.9,74.7,,,,
11640,78.9,74.7,,,,
11650,78.7,74.7,,,,
11660,78.4,74.7,,,,
11670,77.3,74.7,,,,
11680,76.7,74.7,,,,
11690,75.8,74.7,,,,
11700,74.9,74.7,,,,
11710,74.6,74.7,,,,
11720,74.1,74.7,,,,
11730,74.1,74.7,,,,
11740,74.1,74.7,,,,
11750,74.1,74.7,,,,
11760,74.1,74.7,,,,
11770,74.1,74.7,,,,
11780,74.3,74.7,,,,
11790,74.6,74.7,,,,
11800,75.3,74.7,,,,
11810,76.1,74.7,,,,
11820,77.2,74.7,,,,
11830,78.5,74.7,,,,
11840,79.6,74.7,,,,
11850,80.4,74.7,,,,
11860,80.8,74.7,,,,
11870,81,74.7,,,,
11880,81,74.7,,,,
11890,81,74.7,,,,
11900,81,74.5,,,,
11910,81,74.2,,,,
11920,81,73.6,,,,
11930,81,72.9,,,,
11940,80.8,71.7,,,,
11950,80.4,70.4,,,,
11960,80.1,69.1,,,,
11970,79.7,67.8,,,,
11980,79.1,66.5,,,,
11990,78.9,65,,,,
12000,78.7,63.7,,,,
12010,79.1,62.2,,,,
12020,79.1,60.7,,,,
12030,78.2,59.2,,,,
12040,77,57.3,,,,
12050,75.8,55.6,,,,
12060,75.3,53.8,,,,
12070,75.5,49.7,,,,
12080,75.8,47.4,,,,
12090,76,45.4,,,,
12100,75.5,42.9,,,,
12110,74.4,40.3,,,,
12120,72.7,37.7,,,,
12130,70.8,35.1,,,,
12140,68.8,32.1,,,,
12150,66.5,29.3,,,,
12160,64.5,25.9,,,,
12170,63.1,21.8,,,,
12180,60.7,18.2,,,,
12190,55.9,15.4,,,,
12200,48.9,0,,,,
12210,41.3,13.5,,,,
12220,26.9,18.8,,,,
12230,30.2,19.1,,,,
12240,30.2,24.6,,,,
12250,31.7,29.3,,,,
12260,34.8,32.6,,,,
12270,38.4,36.4,,,,
12280,43.9,39.2,,,,
12290,48.7,41.8,,,,
12300,50.9,44.8,,,,
12310,51.4,47.2,,,,
12320,52.6,49.7,,,,
12330,53.7,51.3,,,,
12340,54,53.8,,,,
12350,54.7,55.5,,,,
12360,56.2,57.1,,,,
12370,58,58.3,,,,
12380,58.8,59.6,,,,
12390,59.3,60.3,,,,
12400,59.3,60.7,,,,
12410,59.8,61.3,,,,
12420,60.5,61.6,,,,
12430,61.7,62.4,,,,
12440,63.1,63.1,,,,
12450,64.5,63.9,,,,
12460,65.7,64.4,,,,
12470,66.7,64.8,,,,
12480,67.7,65.4,,,,
12490,68.4,65.9,,,,
12500,68.6,66.3,,,,
12510,68.8,66.9,,,,
12520,68.9,67.4,,,,
12530,68.9,67.6,,,,
12540,69.5,67.8,,,,
12550,70,68,,,,
12560,71,68.2,,,,
12570,71.5,68.6,,,,
12580,72.2,68.7,,,,
12590,73.1,68.9,,,,
12600,73.7,68.9,,,,
12610,74.6,68.7,,,,
12620,74.9,68.7,,,,
12630,74.8,68.7,,,,
12640,73.9,68.7,,,,
12650,73.1,68.9,,,,
12660,72,69.1,,,,
12670,71.7,69.1,,,,
12680,71.7,68.9,,,,
12690,72.2,68.9,,,,
12700,72.4,68.7,,,,
12710,72.9,68.6,,,,
12720,73.2,68.4,,,,
12730,73.7,68.2,,,,
12740,74.3,67.8,,,,
12750,74.1,67.1,,,,
12760,73.6,66.1,,,,
12770,73.4,64.8,,,,
12780,73.2,63.1,,,,
12790,73.4,61.4,,,,
12800,73.4,59.9,,,,
12810,73.4,58.3,,,,
12820,73.7,56.4,,,,
12830,73.6,54.5,,,,
12840,73.2,52.5,,,,
12850,72.5,50.8,,,,
12860,71.5,48.5,,,,
12870,70.3,46.1,,,,
12880,69.5,43.7,,,,
12890,69.3,41.4,,,,
12900,69.5,39,,,,
12910,68.8,36.4,,,,
12920,66.5,33.7,,,,
12930,64.1,31.1,,,,
12940,62.4,27.9,,,,
12950,62.8,24.6,,,,
12960,61.7,20.8,,,,
12970,57.6,17.3,,,,
12980,50.2,0,,,,
12990,41.7,15,,,,
13000,27.9,15,,,,
13010,30.7,14.1,,,,
13020,31.7,20.8,,,,
13030,32.9,26.3,,,,
13040,33.8,30,,,,
13050,35.8,33.6,,,,
13060,39.6,36.7,,,,
13070,44.7,39.7,,,,
13080,49.5,42.5,,,,
13090,50.9,45.4,,,,
13100,51.3,48,,,,
13110,52.3,50,,,,
13120,53.3,52.3,,,,
13130,53.8,53.6,,,,
13140,54.7,54.5,,,,
13150,56.1,55.5,,,,
13160,57.1,56.2,,,,
13170,56.9,57.1,,,,
13180,57.3,58.1,,,,
13190,58,58.8,,,,
13200,58.6,59.8,,,,
13210,59.5,60.3,,,,
13220,60.4,60.9,,,,
13230,61.4,61.3,,,,
13240,62.6,61.8,,,,
13250,63.3,62.2,,,,
13260,63.6,62.8,,,,
13270,64,63.1,,,,
13280,64.1,63.5,,,,
13290,64.5,63.9,,,,
13300,64.5,64.1,,,,
13310,64.8,64.4,,,,
13320,65.7,64.6,,,,
13330,66.9,64.6,,,,
13340,68.3,64.6,,,,
13350,70.1,64.6,,,,
13360,71.9,64.6,,,,
13370,73.4,64.8,,,,
13380,74.1,65.2,,,,
13390,74.3,65.4,,,,
13400,73.9,66.1,,,,
13410,73.4,66.9,,,,
13420,72.9,67.2,,,,
13430,72.7,68.2,,,,
13440,73.1,68.6,,,,
13450,73.4,68.9,,,,
13460,73.6,69.3,,,,
13470,74.3,69.5,,,,
13480,74.8,69.5,,,,
13490,74.8,69.7,,,,
13500,74.6,69.5,,,,
13510,74.4,69.5,,,,
13520,74.1,69.3,,,,
13530,74.1,69.3,,,,
13540,74.3,69.1,,,,
13550,74.6,69.1,,,,
13560,75.1,68.9,,,,
13570,76.1,68.9,,,,
13580,77.2,68.7,,,,
13590,78.2,68.7,,,,
13600,78.5,68.7,,,,
13610,78.5,68.7,,,,
13620,78,68.9,,,,
13630,77.3,69.1,,,,
13640,76.7,68.9,,,,
13650,76,68.6,,,,
13660,75.3,67.4,,,,
13670,74.6,66.5,,,,
13680,74.3,65.2,,,,
13690,74.3,63.7,,,,
13700,75.1,62.2,,,,
13710,76.5,60.7,,,,
13720,78.2,59,,,,
13730,78.5,57.1,,,,
13740,77.7,55.5,,,,
13750,76.3,53.6,,,,
13760,73.9,51.3,,,,
13770,72.2,49.7,,,,
13780,70.8,47.4,,,,
13790,70.5,45,,,,
13800,70.8,42.7,,,,
13810,70.5,40.3,,,,
13820,69.8,37.3,,,,
13830,69.3,34.5,,,,
13840,69.3,31.3,,,,
13850,68.9,28.3,,,,
13860,67.9,24.6,,,,
13870,66,20.6,,,,
13880,62.6,17.5,,,,
13890,56.8,14.5,,,,
13900,42.2,0,,,,
13910,38.9,14.3,,,,
13920,25.7,13,,,,
13930,29,20.3,,,,
13940,29,25.7,,,,
13950,31.7,29.8,,,,
13960,36,33.6,,,,
13970,41,36.7,,,,
13980,46.6,39.7,,,,
13990,50.9,42.5,,,,
14000,52.3,45,,,,
14010,53.1,47.6,,,,
14020,54.7,50,,,,
14030,56.2,52.3,,,,
14040,57.4,54.1,,,,
14050,58.1,56,,,,
14060,59.5,57.7,,,,
14070,60.5,59.2,,,,
14080,60.9,60.9,,,,
14090,61.2,62.2,,,,
14100,62.2,63.3,,,,
14110,63.4,64.3,,,,
14120,65,65,,,,
14130,66.7,65.8,,,,
14140,68.1,66.5,,,,
14150,69.1,67.1,,,,
14160,69.6,67.6,,,,
14170,69.6,68,,,,
14180,69.8,68.4,,,,
14190,70.5,68.9,,,,
14200,71,69.3,,,,
14210,71.5,69.5,,,,
14220,71.7,69.7,,,,
14230,71.7,69.5,,,,
14240,71.5,68.7,,,,
14250,71,68.2,,,,
14260,70.3,67.2,,,,
14270,69.6,66.3,,,,
14280,70.1,65.4,,,,
14290,70.8,64.4,,,,
14300,72.2,63.3,,,,
14310,72.7,62.2,,,,
14320,72.7,61.4,,,,
14330,72.4,60.3,,,,
14340,71.5,59.2,,,,
14350,70.8,58.1,,,,
14360,70.5,57.1,,,,
14370,70.5,56,,,,
14380,70.8,55.1,,,,
14390,71,54,,,,
14400,70.7,52.6,,,,
14410,70.1,51.5,,,,
14420,69.6,50.2,,,,
14430,68.6,49.1,,,,
14440,67.9,48,,,,
14450,67.6,47,,,,
14460,67.4,46.1,,,,
14470,67.2,45.4,,,,
14480,66.9,44.4,,,,
14490,66.7,43.7,,,,
14500,66,43.5,,,,
14510,65.5,43.5,,,,
14520,66,42.7,,,,
14530,65.8,41.8,,,,
14540,66,40.5,,,,
14550,66.2,39.2,,,,
14560,66.4,37.9,,,,
14570,65.8,36,,,,
14580,64.3,34.1,,,,
14590,62.8,32.4,,,,
14600,61.7,30.4,,,,
14610,60.4,28.3,,,,
14620,59.5,26.8,,,,
14630,57.1,26.4,,,,
14640,52.6,27.2,,,,
14650,51.6,28.1,,,,
14660,49,28.5,,,,
14670,49.7,28.9,,,,
14680,53,29.6,,,,
14690,53.5,29.8,,,,
14700,52.3,29.3,,,,
14710,53.3,28.7,,,,
14720,54.9,28.5,,,,
14730,56.1,28.7,,,,
14740,57.4,29.1,,,,
14750,57.4,29.1,,,,
14760,60.4,29.1,,,,
14770,62.2,28.9,,,,
14780,62.6,28.9,,,,
14790,61.2,28.9,,,,
14800,58.1,28.9,,,,
14810,55,28.9,,,,
14820,53,29.1,,,,
14830,52.5,29.3,,,,
14840,53.8,29.3,,,,
14850,58.1,29.4,,,,
14860,60.5,29.6,,,,
14870,60.9,29.6,,,,
14880,58.5,29.1,,,,
14890,56.1,27.9,,,,
14900,54,25.3,,,,
14910,53,22,,,,
14920,55,19.3,,,,
14930,55.9,16.7,,,,
14940,51.8,12.8,,,,
14950,43.4,10,,,,
14960,37.4,8,,,,
14970,33.2,6,,,,
14980,31,4,,,,
14990,30,2,,,,
15000,29,0,,,,
